,Topic,Words,Frequency,Timestamp
2236,66,"membranes, mofs, separation, membrane, mmms",4,2021-12-31 00:00:00.000
2237,67,"rankine, turbine, ejector, orc, turbines",6,2021-12-31 00:00:00.000
2238,69,"cutting, grinding, machining, wheel, graphene",4,2021-12-31 00:00:00.000
2239,70,"hotel, hotels, hospitality, disclosure, csr",7,2021-12-31 00:00:00.000
2240,71,"ion, lithium, batteries, battery, libs",5,2021-12-31 00:00:00.000
2241,72,"carbonation, carbonated, curing, cement, accelerated",3,2021-12-31 00:00:00.000
2242,73,"cataract, surgery, eye, surgical, retina",8,2021-12-31 00:00:00.000
2243,74,"dialysis, kidney, hemodialysis, health, care",4,2021-12-31 00:00:00.000
2244,75,"refrigeration, pccsu, refrigerants, compartment, degrees",3,2021-12-31 00:00:00.000
2245,76,"olympic, games, stadium, spectators, sport",2,2021-12-31 00:00:00.000
2246,77,"inequality, household, china, hces, income",3,2021-12-31 00:00:00.000
2247,78,"evaporation, solar, hydrogel, sterilization, steam",3,2021-12-31 00:00:00.000
2248,79,"bitcoin, cryptocurrency, cryptocurrencies, mining, miners",8,2021-12-31 00:00:00.000
2249,80,"leather, benign, safety, process, eco",1,2021-12-31 00:00:00.000
2250,81,"protein, proteins, peptides, buckwheat, meat",7,2021-12-31 00:00:00.000
2251,82,"aquaculture, fish, feed, mariculture, larval",5,2021-12-31 00:00:00.000
2252,83,"compressive, learning, prediction, strength, ann",5,2021-12-31 00:00:00.000
2253,84,"cooling, iec, chip, heat, liquid",3,2021-12-31 00:00:00.000
2254,85,"lithium, batteries, metastable, lzos, electrodes",4,2021-12-31 00:00:00.000
2255,86,"mineralisation, cement, priorities, aac, stakeholders",3,2021-12-31 00:00:00.000
2256,87,"freight, transport, logistics, transportation, pakistan",5,2021-12-31 00:00:00.000
2257,88,"distillery, digestion, pre, anaerobic, whiskey",1,2021-12-31 00:00:00.000
2258,89,"ports, shipping, port, imo, bunker",4,2021-12-31 00:00:00.000
2259,90,"glycine, betaine, chassis, microbial, acids",7,2021-12-31 00:00:00.000
2260,91,"ecc, sand, basalt, pva, fiber",1,2021-12-31 00:00:00.000
2261,92,"microalgae, htl, biofilter, maxima, sterile",4,2021-12-31 00:00:00.000
2262,93,"noise, railway, track, height, rail",1,2021-12-31 00:00:00.000
2263,94,"comment, anesthesia, reply, anesthetic, anaesthesia",9,2021-12-31 00:00:00.000
2264,95,"lighting, hps, luminaires, illumination, luminance",2,2021-12-31 00:00:00.000
2265,96,"olive, oil, tunisia, intensive, extraction",4,2021-12-31 00:00:00.000
2266,97,"green, readiness, telecom, intention, makers",2,2021-12-31 00:00:00.000
2267,98,"insulation, hemp, rammed, thermal, wool",3,2021-12-31 00:00:00.000
2268,99,"sids, security, ies, operation, park",2,2021-12-31 00:00:00.000
2269,101,"wefn, inexact, irrigation, iffccp, fuzzy",2,2021-12-31 00:00:00.000
2270,102,"blockchain, alphabill, stricts, proof, tokenization",4,2021-12-31 00:00:00.000
2271,103,"complexes, ba, zeolite, acridine, catalyst",5,2021-12-31 00:00:00.000
2272,104,"drying, dryer, solar, groundnut, refractance",3,2021-12-31 00:00:00.000
2273,105,"networking, ip, challenges, effiency, teleconferencing",1,2021-12-31 00:00:00.000
2274,108,"dbm, doped, lasing, ydfl, ytterbium",1,2021-12-31 00:00:00.000
2275,109,"telemedicine, patients, patient, staff, vcs",3,2021-12-31 00:00:00.000
2276,110,"biochar, peatland, coir, biocapacity, restoration",3,2021-12-31 00:00:00.000
2277,111,"biodiesel, monostearin, oil, alpha, glycerol",5,2021-12-31 00:00:00.000
2278,112,"wastewater, treatment, reuse, water, upflow",3,2021-12-31 00:00:00.000
2279,113,"water, companies, welsh, english, shadow",3,2021-12-31 00:00:00.000
2280,115,"stud, timber, connections, gsc, joints",3,2021-12-31 00:00:00.000
2281,116,"bricks, masonry, brick, mi, incinerated",2,2021-12-31 00:00:00.000
2282,117,"practice, calculating, pitfalls, sites, veterinary",1,2021-12-31 00:00:00.000
2283,119,"commerce, retail, perceived, intention, holiday",4,2021-12-31 00:00:00.000
2284,120,"poc, reservoirs, reservoir, hydropower, terrigenous",2,2021-12-31 00:00:00.000
2285,122,"cassava, starch, cwbs, cwb, csf",2,2021-12-31 00:00:00.000
2286,123,"computing, hardware, computer, software, architectural",3,2021-12-31 00:00:00.000
2287,126,"coffee, ofs, cofs, fertilizing, highest",1,2021-12-31 00:00:00.000
2288,127,"copper, recycled, ore, recycling, metal",1,2021-12-31 00:00:00.000
2289,128,"digestion, anaerobic, biogas, waste, island",2,2021-12-31 00:00:00.000
2290,129,"portfolio, portfolios, emitters, investors, credits",2,2021-12-31 00:00:00.000
2291,131,"ship, mbm, shipping, kpi, ais",3,2021-12-31 00:00:00.000
2292,134,"cold, refrigerated, fruit, transportation, onions",5,2021-12-31 00:00:00.000
2293,135,"furniture, susbind, binders, wood, biobased",1,2021-12-31 00:00:00.000
2294,136,"hbm, rare, lignite, earths, samarium",4,2021-12-31 00:00:00.000
2295,138,"nanocrystals, thermochromic, vo, modulation, fenestration",1,2021-12-31 00:00:00.000
2296,139,"printing, cementitious, quaternary, printed, printable",1,2021-12-31 00:00:00.000
2297,140,"coke, binders, aluminum, aluminium, bio",2,2021-12-31 00:00:00.000
2298,141,"cg, coal, gangue, pitwall, geotechnical",2,2021-12-31 00:00:00.000
2299,145,"biochar, dosages, mortars, composites, mmol",1,2021-12-31 00:00:00.000
2300,146,"mortars, mortar, lime, pods, jacaranda",3,2021-12-31 00:00:00.000
2301,150,"fog, qos, computing, greenfog, bandit",1,2021-12-31 00:00:00.000
2302,153,"lignin, aerogels, lpa, nanofibers, nca",1,2021-12-31 00:00:00.000
2303,154,"straw, insulation, bale, mycobamboo, thermal",2,2021-12-31 00:00:00.000
2304,155,"appliances, residential, efficient, homes, energy",2,2021-12-31 00:00:00.000
2305,156,"desalination, purification, hydrologists, solar, effected",1,2021-12-31 00:00:00.000
2306,157,"urban, urbanfarm, addiction, salus, soul",1,2021-12-31 00:00:00.000
2307,158,"ihs, eiis, anomaly, sensed, remotely",1,2021-12-31 00:00:00.000
2308,159,"ammonia, nh, plasma, methanol, electrolyser",2,2021-12-31 00:00:00.000
2309,160,"inpatient, dental, hospitalization, icu, acute",1,2021-12-31 00:00:00.000
2310,161,"uncertainty, epistemic, appraisal, sensitivity, cover",1,2021-12-31 00:00:00.000
2311,164,"container, mushroom, net, zero, agrivoltaics",1,2021-12-31 00:00:00.000
2312,165,"fish, sbm, aquaculture, meal, microalgae",2,2021-12-31 00:00:00.000
2313,166,"groundwater, irrigation, aquifer, drought, india",1,2021-12-31 00:00:00.000
2314,168,"pp, phosphate, flyash, replacement, slag",1,2021-12-31 00:00:00.000
2315,169,"anorthosite, alsical, leaching, geochemical, dissolution",1,2021-12-31 00:00:00.000
2316,170,"ammonia, desorption, purity, nh, absorption",1,2021-12-31 00:00:00.000
2317,171,"pandemic, covid, uthm, egypt, ppe",3,2021-12-31 00:00:00.000
2318,173,"desiccant, conditioning, air, solar, kuwait",1,2021-12-31 00:00:00.000
2319,-1,"energy, carbon, co, footprint, water",387,2022-07-01 14:24:00.000
2320,0,"crop, rice, wheat, maize, yield",74,2022-07-01 14:24:00.000
2321,1,"milk, dairy, farms, farm, meat",40,2022-07-01 14:24:00.000
2322,2,"building, buildings, construction, timber, embodied",33,2022-07-01 14:24:00.000
2323,3,"supply, chain, fuzzy, supplier, model",13,2022-07-01 14:24:00.000
2324,4,"microgrid, grid, power, system, renewable",9,2022-07-01 14:24:00.000
2325,5,"cities, city, china, urban, provinces",22,2022-07-01 14:24:00.000
2326,6,"cloud, migration, centers, computing, data",4,2022-07-01 14:24:00.000
2327,7,"observatory, keck, labs, calculates, compensation",8,2022-07-01 14:24:00.000
2328,8,"concrete, strength, durability, compressive, cement",12,2022-07-01 14:24:00.000
2329,9,"tourism, tourist, tourists, inbound, eco",16,2022-07-01 14:24:00.000
2330,10,"transport, public, car, accessibility, sharing",5,2022-07-01 14:24:00.000
2331,11,"wastewater, sludge, treatment, wwtps, recovery",11,2022-07-01 14:24:00.000
2332,12,"waste, msw, municipal, composting, collection",8,2022-07-01 14:24:00.000
2333,13,"household, households, income, consumption, willing",9,2022-07-01 14:24:00.000
2334,14,"networks, wireless, network, cellular, bs",3,2022-07-01 14:24:00.000
2335,15,"bioplastics, plastics, bioplastic, biodegradable, polymers",15,2022-07-01 14:24:00.000
2336,16,"university, campus, universities, scope, pandemic",7,2022-07-01 14:24:00.000
2337,17,"diet, dietary, diets, food, nutritional",14,2022-07-01 14:24:00.000
2338,18,"care, health, healthcare, targit, hospitals",18,2022-07-01 14:24:00.000
2339,19,"asphalt, road, pavement, bitumen, mixtures",7,2022-07-01 14:24:00.000
2340,20,"textile, leather, reishi, crafts, fashion",6,2022-07-01 14:24:00.000
2341,21,"consumers, introspection, meat, rationalization, pay",6,2022-07-01 14:24:00.000
2342,22,"surgery, endoscopy, surgical, orthopaedic, reusable",13,2022-07-01 14:24:00.000
2343,23,"composites, fiber, composite, wood, fibers",6,2022-07-01 14:24:00.000
2344,24,"learning, ai, deep, neural, machine",10,2022-07-01 14:24:00.000
2345,25,"geopolymer, geopolymers, egcs, opc, fly",7,2022-07-01 14:24:00.000
2346,26,"wine, sotol, grape, mechanized, viticulture",5,2022-07-01 14:24:00.000
2347,27,"electrochemical, cu, ni, reaction, fe",10,2022-07-01 14:24:00.000
2348,28,"ignition, combustion, engines, engine, ammonia",6,2022-07-01 14:24:00.000
2349,29,"lumber, tree, forest, wood, urban",2,2022-07-01 14:24:00.000
2350,30,"fmnes, affiliates, mnes, foreign, multinational",1,2022-07-01 14:24:00.000
2351,31,"nitriding, alloys, ga, aerospace, rms",6,2022-07-01 14:24:00.000
2352,32,"photovoltaic, pv, installations, metallurgical, silicon",3,2022-07-01 14:24:00.000
2353,33,"cement, hydration, calcium, ternary, cementitious",9,2022-07-01 14:24:00.000
2354,34,"renewable, tp, energy, asean, solar",7,2022-07-01 14:24:00.000
2355,35,"sugar, sugarcane, ethanol, biofuels, levulinate",7,2022-07-01 14:24:00.000
2356,36,"rha, soil, cement, csa, opc",3,2022-07-01 14:24:00.000
2357,37,"conferences, conference, meeting, person, travel",6,2022-07-01 14:24:00.000
2358,38,"course, education, students, climate, willingness",3,2022-07-01 14:24:00.000
2359,39,"asthma, inhalers, inhaler, dpi, dpis",15,2022-07-01 14:24:00.000
2360,40,"illusion, behavior, cognition, pro, climate",6,2022-07-01 14:24:00.000
2361,41,"packaging, glass, containers, briquette, food",6,2022-07-01 14:24:00.000
2362,42,"desalination, seawater, osmosis, reverse, water",5,2022-07-01 14:24:00.000
2363,43,"wind, offshore, wave, turbine, turbines",5,2022-07-01 14:24:00.000
2364,44,"ccus, hydrocarbon, oil, ccs, eor",2,2022-07-01 14:24:00.000
2365,45,"scheduling, shop, job, algorithm, problem",4,2022-07-01 14:24:00.000
2366,46,"financial, growth, countries, ecological, oman",8,2022-07-01 14:24:00.000
2367,47,"vehicles, evs, electric, icevs, bevs",3,2022-07-01 14:24:00.000
2368,48,"fbn, navarra, food, bank, emitted",1,2022-07-01 14:24:00.000
2369,49,"fisheries, fishing, hake, fishery, seafood",6,2022-07-01 14:24:00.000
2370,50,"xylose, enzyme, bp, xis, bioprocess",5,2022-07-01 14:24:00.000
2371,51,"hydrogen, dbt, nec, electrolysis, storage",5,2022-07-01 14:24:00.000
2372,52,"steel, hydrogen, furnace, hisarna, steelmaking",7,2022-07-01 14:24:00.000
2373,53,"plastic, recycling, plastics, rmsw, recyclables",4,2022-07-01 14:24:00.000
2374,54,"healthcare, therapy, proton, arld, photon",8,2022-07-01 14:24:00.000
2375,55,"research, ges, papers, point, cnki",3,2022-07-01 14:24:00.000
2376,56,"cma, companies, icp, disclosure, legitimacy",5,2022-07-01 14:24:00.000
2377,57,"digital, ict, electronic, devices, emails",1,2022-07-01 14:24:00.000
2378,58,"food, waste, circularity, loss, restaurant",5,2022-07-01 14:24:00.000
2379,59,"sensors, stencil, printing, strain, elastomer",1,2022-07-01 14:24:00.000
2380,60,"mercury, pyrolysis, chlorella, coal, pyrite",1,2022-07-01 14:24:00.000
2381,61,"heat, pumps, pump, heating, district",2,2022-07-01 14:24:00.000
2382,62,"charging, vehicle, electric, ev, grid",6,2022-07-01 14:24:00.000
2383,63,"pyrolysis, biochar, syngas, removal, tonne",4,2022-07-01 14:24:00.000
2384,64,"photocatalytic, tio, gcn, splitting, hcho",5,2022-07-01 14:24:00.000
2385,65,"methanol, plasma, reforming, hydrogen, parm",4,2022-07-01 14:24:00.000
2386,66,"membranes, membrane, separation, pim, biogas",8,2022-07-01 14:24:00.000
2387,67,"lng, asu, tac, power, chp",3,2022-07-01 14:24:00.000
2388,69,"grinding, machining, cutting, burr, wheel",2,2022-07-01 14:24:00.000
2389,70,"hotel, hotels, artificial, mexican, tropical",1,2022-07-01 14:24:00.000
2390,71,"battery, batteries, lithium, ion, recycling",5,2022-07-01 14:24:00.000
2391,72,"rcm, carbonation, calcareous, shale, carbonated",3,2022-07-01 14:24:00.000
2392,73,"multiuse, surgery, cataract, eyedrop, ophthalmic",2,2022-07-01 14:24:00.000
2393,74,"dialysis, hemodialysis, facilities, kidney, care",4,2022-07-01 14:24:00.000
2394,75,"refrigeration, refrigerants, vcrs, refrigerated, pccss",3,2022-07-01 14:24:00.000
2395,76,"sport, running, exercise, checklist, programmes",3,2022-07-01 14:24:00.000
2396,77,"rural, inequality, household, uri, households",3,2022-07-01 14:24:00.000
2397,78,"evaporation, solar, aerogel, membrane, desalination",6,2022-07-01 14:24:00.000
2398,79,"bitcoin, cryptocurrency, cryptocurrencies, knapsack, transaction",3,2022-07-01 14:24:00.000
2399,80,"circular, bioeconomy, uk, loops, financial",2,2022-07-01 14:24:00.000
2400,81,"protein, lmma, meat, snail, mycelium",2,2022-07-01 14:24:00.000
2401,82,"carp, aquaculture, fish, feed, pelleted",3,2022-07-01 14:24:00.000
2402,83,"uhpc, compressive, strength, cs, ns",2,2022-07-01 14:24:00.000
2403,84,"iec, mvc, cooling, arabia, saudi",1,2022-07-01 14:24:00.000
2404,85,"lithium, batteries, electrode, ion, electrolyte",5,2022-07-01 14:24:00.000
2405,86,"flue, configurations, cement, aminoethyl, piperazine",1,2022-07-01 14:24:00.000
2406,87,"freight, mile, commerce, deliveries, delivery",4,2022-07-01 14:24:00.000
2407,88,"digestion, anaerobic, ad, fvw, denitrification",4,2022-07-01 14:24:00.000
2408,89,"tugboat, marinas, ports, fleet, spanish",2,2022-07-01 14:24:00.000
2409,90,"ala, syca, acid, diols, coli",6,2022-07-01 14:24:00.000
2410,91,"ecc, engineered, cementitious, composites, lc",6,2022-07-01 14:24:00.000
2411,92,"microalgae, biomass, cultivation, nutrients, and",2,2022-07-01 14:24:00.000
2412,93,"railway, transhipment, rail, slovakian, rmr",3,2022-07-01 14:24:00.000
2413,94,"anaesthesia, comment, paediatric, anaesth, anaesthetic",4,2022-07-01 14:24:00.000
2414,95,"lighting, lumen, formula, leds, led",2,2022-07-01 14:24:00.000
2415,96,"olive, oil, extraction, pomace, gasification",3,2022-07-01 14:24:00.000
2416,97,"firms, green, hr, skills, employees",1,2022-07-01 14:24:00.000
2417,98,"foam, foamy, sandwich, kenaf, thermal",2,2022-07-01 14:24:00.000
2418,100,"coal, ccs, iraq, hydrogen, gases",2,2022-07-01 14:24:00.000
2419,101,"irrigation, water, agricultural, families, evapotranspiration",4,2022-07-01 14:24:00.000
2420,102,"blockchain, traceability, ehrs, interoperability, privacy",2,2022-07-01 14:24:00.000
2421,103,"zeolite, catalyst, hzsm, zsm, naphtha",6,2022-07-01 14:24:00.000
2422,104,"drying, dryer, fbd, solar, cylindrical",2,2022-07-01 14:24:00.000
2423,105,"sdn, network, networking, configurations, defined",1,2022-07-01 14:24:00.000
2424,106,"inhalational, anaesthesia, induction, anaesthetic, paediatric",1,2022-07-01 14:24:00.000
2425,107,"anammox, mabr, pn, removal, nitrification",2,2022-07-01 14:24:00.000
2426,109,"telehealth, patients, patient, telemedicine, pediatric",2,2022-07-01 14:24:00.000
2427,110,"biochar, soil, manure, biochars, unpyrolyzed",2,2022-07-01 14:24:00.000
2428,111,"biodiesel, catalyst, oil, iron, asphaltenes",3,2022-07-01 14:24:00.000
2429,112,"wastewater, treatment, filtration, eutrophication, cssb",3,2022-07-01 14:24:00.000
2430,114,"regulatory, policies, barriers, zero, entities",1,2022-07-01 14:24:00.000
2431,115,"timber, bolted, connections, connection, interaction",1,2022-07-01 14:24:00.000
2432,116,"bricks, brick, lignocellulosic, wt, dust",3,2022-07-01 14:24:00.000
2433,118,"palm, oil, hanau, certified, rungau",2,2022-07-01 14:24:00.000
2434,120,"reservoir, hydropower, drawdown, fluxes, reservoirs",3,2022-07-01 14:24:00.000
2435,121,"menus, patterns, school, dishes, purchases",2,2022-07-01 14:24:00.000
2436,122,"cassava, ethanol, rmf, starch, broth",1,2022-07-01 14:24:00.000
2437,123,"intel, software, cooled, xeon, hardware",2,2022-07-01 14:24:00.000
2438,124,"flights, aviation, suspension, aircraft, coronavirus",1,2022-07-01 14:24:00.000
2439,128,"biogas, manure, digestate, substrate, october",1,2022-07-01 14:24:00.000
2440,129,"portfolio, investors, portfolios, esg, csr",2,2022-07-01 14:24:00.000
2441,131,"glider, ocean, phytoplankton, bloom, ship",2,2022-07-01 14:24:00.000
2442,132,"nutrition, advantaged, dietary, employment, diet",2,2022-07-01 14:24:00.000
2443,133,"bamboo, interface, spiders, insects, adhesion",1,2022-07-01 14:24:00.000
2444,134,"citrus, csc, apple, hubs, cold",2,2022-07-01 14:24:00.000
2445,135,"wood, gluing, glulam, glue, bibliometric",1,2022-07-01 14:24:00.000
2446,136,"iridium, platinum, strategic, materials, transition",1,2022-07-01 14:24:00.000
2447,138,"cooling, radiative, passive, vo, thermochromic",3,2022-07-01 14:24:00.000
2448,139,"dpc, printing, bubble, coarse, sand",2,2022-07-01 14:24:00.000
2449,140,"smelter, aluminum, alouette, aluminium, primary",1,2022-07-01 14:24:00.000
2450,141,"cg, gypsum, lime, gangue, coal",1,2022-07-01 14:24:00.000
2451,143,"thermoelectric, te, tube, pcm, melting",3,2022-07-01 14:24:00.000
2452,144,"pipe, trenchless, rehabilitation, cipp, dig",1,2022-07-01 14:24:00.000
2453,145,"biochar, mortar, cement, mortars, cementitious",3,2022-07-01 14:24:00.000
2454,149,"aircraft, mea, interleaved, converter, bidirectional",1,2022-07-01 14:24:00.000
2455,153,"lignin, cfs, pan, route, processing",1,2022-07-01 14:24:00.000
2456,154,"straw, bale, insulation, bales, buildings",1,2022-07-01 14:24:00.000
2457,158,"iess, ies, lifecycle, suggestions, stations",1,2022-07-01 14:24:00.000
2458,162,"russian, globalisation, russia, federation, institutional",1,2022-07-01 14:24:00.000
2459,163,"greenhouse, greenhouses, cumulative, horticultural, pots",1,2022-07-01 14:24:00.000
2460,165,"bsy, fishmeal, fish, perch, climbing",1,2022-07-01 14:24:00.000
2461,166,"groundwater, hydrogeology, management, irrigation, nexus",1,2022-07-01 14:24:00.000
2462,167,"dea, undesirable, outputs, articles, envelopment",1,2022-07-01 14:24:00.000
2463,168,"alkali, activators, activated, precursors, part",1,2022-07-01 14:24:00.000
2464,170,"ammonia, clap, haber, bosch, reactor",2,2022-07-01 14:24:00.000
2465,171,"pandemic, lockdown, covid, pollution, noise",1,2022-07-01 14:24:00.000
2466,172,"organ, surgery, surgical, vervoort, reply",4,2022-07-01 14:24:00.000
2467,173,"solar, cooker, collector, thermal, borehole",2,2022-07-01 14:24:00.000
2468,-1,"carbon, energy, footprint, co, study",608,2022-12-31 04:48:00.000
2469,0,"rice, crop, wheat, maize, yield",73,2022-12-31 04:48:00.000
2470,1,"milk, dairy, feed, beef, farms",48,2022-12-31 04:48:00.000
2471,2,"building, buildings, construction, embodied, design",53,2022-12-31 04:48:00.000
2472,3,"chain, supply, warehouse, logistics, supplier",23,2022-12-31 04:48:00.000
2473,4,"grid, power, pv, solar, system",26,2022-12-31 04:48:00.000
2474,5,"ecological, china, spatial, cities, wuhan",12,2022-12-31 04:48:00.000
2475,6,"cloud, centers, computing, data, serverless",22,2022-12-31 04:48:00.000
2476,7,"hypocrisy, cristal, accusations, ethic, footprint",10,2022-12-31 04:48:00.000
2477,8,"concrete, strength, cement, uhpc, compressive",34,2022-12-31 04:48:00.000
2478,9,"tourism, tourists, destinations, guilin, tourist",16,2022-12-31 04:48:00.000
2479,10,"mobility, traffic, transportation, car, transport",17,2022-12-31 04:48:00.000
2480,11,"sludge, wastewater, treatment, wwtps, aeration",17,2022-12-31 04:48:00.000
2481,12,"waste, msw, solid, incineration, municipal",8,2022-12-31 04:48:00.000
2482,13,"household, households, income, consumption, elasticity",10,2022-12-31 04:48:00.000
2483,14,"networks, cellular, wireless, mobile, network",9,2022-12-31 04:48:00.000
2484,15,"bioplastics, plastics, polymers, biodegradable, bioplastic",25,2022-12-31 04:48:00.000
2485,16,"university, campus, universities, campuses, education",18,2022-12-31 04:48:00.000
2486,17,"diet, diets, dietary, meals, vegetarian",16,2022-12-31 04:48:00.000
2487,18,"care, health, healthcare, hospital, patient",23,2022-12-31 04:48:00.000
2488,19,"pavement, road, asphalt, construction, highway",11,2022-12-31 04:48:00.000
2489,20,"textile, apparel, textiles, silk, cotton",12,2022-12-31 04:48:00.000
2490,21,"consumers, labels, consumer, ordering, food",9,2022-12-31 04:48:00.000
2491,22,"surgery, endoscopy, surgical, reusable, single",19,2022-12-31 04:48:00.000
2492,23,"composites, composite, fiber, fibers, properties",18,2022-12-31 04:48:00.000
2493,24,"learning, ai, training, deep, models",28,2022-12-31 04:48:00.000
2494,25,"geopolymer, geopolymers, strength, ash, hesgcs",16,2022-12-31 04:48:00.000
2495,26,"wine, vineyard, viticulture, grape, winery",11,2022-12-31 04:48:00.000
2496,27,"electrochemical, electrode, ni, sn, electrocatalytic",7,2022-12-31 04:48:00.000
2497,28,"engine, combustion, engines, flame, ignition",20,2022-12-31 04:48:00.000
2498,29,"wood, forest, tree, biogenic, trees",7,2022-12-31 04:48:00.000
2499,30,"cbam, cprs, trade, cooperation, regulatory",2,2022-12-31 04:48:00.000
2500,31,"titanium, alloy, alloys, casting, laser",9,2022-12-31 04:48:00.000
2501,32,"pv, solar, silicon, cells, photovoltaic",9,2022-12-31 04:48:00.000
2502,33,"cement, hydration, pumice, portland, strength",12,2022-12-31 04:48:00.000
2503,34,"energy, renewable, electricity, transition, countries",15,2022-12-31 04:48:00.000
2504,35,"sugarcane, bioethanol, ethanol, biofuel, sugar",3,2022-12-31 04:48:00.000
2505,36,"soil, ucs, strength, clay, stabilized",10,2022-12-31 04:48:00.000
2506,37,"conferences, conference, travel, meeting, flying",7,2022-12-31 04:48:00.000
2507,38,"students, education, behaviors, learning, student",5,2022-12-31 04:48:00.000
2508,39,"inhalers, inhaler, pmdis, asthma, metered",11,2022-12-31 04:48:00.000
2509,40,"motivation, behavior, fertility, advertising, behaviours",5,2022-12-31 04:48:00.000
2510,41,"packaging, cardboard, corrugated, bottle, glass",5,2022-12-31 04:48:00.000
2511,42,"desalination, med, ro, osmosis, seawater",5,2022-12-31 04:48:00.000
2512,43,"wind, offshore, turbine, wave, wing",8,2022-12-31 04:48:00.000
2513,44,"oil, reservoir, reservoirs, eor, injection",10,2022-12-31 04:48:00.000
2514,45,"scheduling, shop, job, flexible, problem",9,2022-12-31 04:48:00.000
2515,46,"capital, ecological, run, growth, financial",8,2022-12-31 04:48:00.000
2516,47,"electric, vehicles, vehicle, km, bev",7,2022-12-31 04:48:00.000
2517,48,"food, cream, flw, ice, chain",9,2022-12-31 04:48:00.000
2518,49,"fishing, fisheries, bait, fishery, catch",5,2022-12-31 04:48:00.000
2519,50,"fique, enzymes, enzyme, cellulase, laccase",14,2022-12-31 04:48:00.000
2520,51,"hydrogen, electrolysis, green, aem, renewable",9,2022-12-31 04:48:00.000
2521,52,"steel, furnace, steelmaking, bf, sig",9,2022-12-31 04:48:00.000
2522,53,"plastic, plastics, recycling, bdp, waste",12,2022-12-31 04:48:00.000
2523,54,"dermatology, radiotherapy, matters, healthcare, rheumatology",7,2022-12-31 04:48:00.000
2524,55,"research, bibliometric, household, citespace, cooperation",3,2022-12-31 04:48:00.000
2525,56,"corporate, disclosure, companies, risk, firms",7,2022-12-31 04:48:00.000
2526,57,"ict, web, digital, cybersecurity, user",15,2022-12-31 04:48:00.000
2527,58,"food, waste, surplus, kota, bharu",4,2022-12-31 04:48:00.000
2528,59,"printing, printed, electronics, ink, circuits",14,2022-12-31 04:48:00.000
2529,60,"coal, pyrolysis, slagging, algae, gasification",4,2022-12-31 04:48:00.000
2530,61,"heat, pump, pumps, calciner, lccp",4,2022-12-31 04:48:00.000
2531,62,"charging, ev, electric, vehicle, vehicles",5,2022-12-31 04:48:00.000
2532,63,"cbg, dme, biomass, gasification, pbtl",5,2022-12-31 04:48:00.000
2533,64,"gan, uvpd, photoresponse, au, photocatalytic",2,2022-12-31 04:48:00.000
2534,65,"reforming, methanol, methane, drm, joule",4,2022-12-31 04:48:00.000
2535,66,"membranes, membrane, nps, separation, adsorption",7,2022-12-31 04:48:00.000
2536,67,"compressor, turbine, seal, operating, rankine",8,2022-12-31 04:48:00.000
2537,68,"pss, design, product, cfpl, configuration",5,2022-12-31 04:48:00.000
2538,69,"nfrp, machining, awj, cutting, jet",1,2022-12-31 04:48:00.000
2539,70,"hotel, hotels, hospitality, ecp, csr",5,2022-12-31 04:48:00.000
2540,71,"battery, batteries, lithium, ion, recycling",3,2022-12-31 04:48:00.000
2541,72,"carbonation, gamma, beta, curing, carbonated",3,2022-12-31 04:48:00.000
2542,73,"cataract, surgery, ophthalmology, eye, package",7,2022-12-31 04:48:00.000
2543,74,"dialysis, hemodialysis, kidney, nephrology, dialysate",8,2022-12-31 04:48:00.000
2544,75,"refr, refrigeration, em, refrigerators, driven",2,2022-12-31 04:48:00.000
2545,76,"sport, sports, events, hockey, event",5,2022-12-31 04:48:00.000
2546,77,"household, households, inequality, rural, china",5,2022-12-31 04:48:00.000
2547,78,"evaporation, evaporator, solar, aerogel, desalination",6,2022-12-31 04:48:00.000
2548,79,"bitcoin, cryptocurrency, cryptocurrencies, mining, miners",8,2022-12-31 04:48:00.000
2549,80,"circular, lca, economy, ce, assessment",7,2022-12-31 04:48:00.000
2550,81,"protein, proteins, amino, nlca, yp",4,2022-12-31 04:48:00.000
2551,82,"aquaculture, mussel, croaker, ras, offshore",4,2022-12-31 04:48:00.000
2552,83,"compressive, strength, concrete, learning, ann",7,2022-12-31 04:48:00.000
2553,84,"cooling, dehumidifier, rdhx, ld, rack",2,2022-12-31 04:48:00.000
2554,85,"batteries, lithium, ion, electrode, zinc",5,2022-12-31 04:48:00.000
2555,86,"rc, cement, dm, clinker, wm",1,2022-12-31 04:48:00.000
2556,87,"freight, transport, road, eu, logistics",3,2022-12-31 04:48:00.000
2557,88,"digestion, anaerobic, biogas, ad, hydrolysis",6,2022-12-31 04:48:00.000
2558,89,"ports, port, marinas, maritime, marina",4,2022-12-31 04:48:00.000
2559,90,"coli, glycine, rhamnolipids, metabolic, escherichia",4,2022-12-31 04:48:00.000
2560,91,"go, cementitious, coating, dispersion, composites",1,2022-12-31 04:48:00.000
2561,92,"microalgae, microalgal, photosynthetic, capture, day",2,2022-12-31 04:48:00.000
2562,93,"railway, rolling, portuguese, line, stock",1,2022-12-31 04:48:00.000
2563,94,"anaesthesia, anaesthetic, paediatric, recapture, comment",3,2022-12-31 04:48:00.000
2564,95,"lighting, light, street, communication, brightness",3,2022-12-31 04:48:00.000
2565,96,"olive, turkey, oil, phase, farming",1,2022-12-31 04:48:00.000
2566,97,"green, hrm, invoicing, organizational, electronic",4,2022-12-31 04:48:00.000
